ID	logFC	AveExpr	t	P.Value
SUMO1	4.05182809523809	-6.49223829411765	-3.77013230563585	0.000447225537178732
KCNQ1	2.70863657761905	-1.95822959235294	-3.23733971757396	0.00219025750486678
XKRX	3.73332061904762	-5.44600488235294	-3.22577939896905	0.00226407261675474
HCRTR1	3.46335004761905	-5.87341550980392	-3.14155105141778	0.00287720802906331
ABHD3	1.02375675312942	3.78596088976492	-2.85756656212451	0.00629493527826789
PSMC5	0.90785642857143	3.28171323529412	-2.84933714942134	0.00643550219500235
SIN3A	1.41212966666666	-7.36258798039216	-2.82397355143135	0.00688726586073559
SMAD6	1.14250266666666	-7.39443892156863	-2.80684421374521	0.00720880049875022
IRF1	1.12946776190477	6.76967117647059	-2.77614128605911	0.00782012559146554
ADAM32	2.73524786405365	-6.20017891428719	-2.74583484238559	0.00847021655458086
SUSD3	1.47506367285714	-0.117357991176471	-2.6650638286769	0.0104537618439766
ALDOB	3.40227247333706	-2.42994344611316	-2.64744614975112	0.0109395155117222
CPOX	1.67560469047619	-0.675086456470588	-2.62179762442963	0.0116837387426518
TNFSF9	3.65534480952381	-4.66034238039216	-2.60668176168554	0.0121437566559196
STAT3	0.689485714285717	7.22479168627451	-2.59765373103418	0.0124263411194839
MST1	2.3170507047619	-1.10959961182353	-2.57340133590325	0.0132154479600953
FGFRL1	-2.14034677619048	2.39554827843137	2.55688517433891	0.013778711186039
TDRKH	0.977025238095241	5.78447619607843	-2.52075365419862	0.015087884595935
KLRB1	0.545021000000003	5.50457149019608	-2.49803700621287	0.0159678339882283
SCARNA3	0.98674833333333	-7.38240778431373	-2.46881889857433	0.0171679636404497
TSC22D2	1.54279009523809	-7.20139288235294	-2.44258783249637	0.0183142950063868
MFSD6	2.3154342	-0.688534878431373	-2.41333998331152	0.0196735816797722
OSBPL3	0.503936619047621	5.69154037254902	-2.41232648211646	0.0197222724959537
EEF1D	2.75856582380952	-2.43938481568627	-2.4076135601254	0.0199501202935554
PSMF1	0.439320190476192	5.80657331372549	-2.37575748971074	0.0215533454544833
PLXNA2	2.58672233809524	1.95285276078431	-2.37079979094024	0.0218130001723816
UPF3A	0.824747047619052	6.20442458823529	-2.35340317004388	0.0227464831212921
ATG16L2	0.959579380952383	7.2789282745098	-2.31355140104739	0.0250210722318572
RCOR1	2.44827541576191	-0.0629959846470588	-2.3102420776663	0.0252187973111782
RCC1	1.27982190476191	3.72859123529412	-2.29396501570616	0.0262117586041027
RALA	3.42667085714286	-5.26020954705882	-2.27486069862319	0.0274215323239691
PLEKHA8	1.76368226190476	0.628759628039216	-2.25695408830994	0.0286003090507585
ITIH4	1.32476223809524	3.84745219607843	-2.25211541357976	0.0289264646253587
SP140	0.941520333333336	7.18403450980392	-2.24175156166243	0.0296361825015193
MAP1A	-2.07772266666666	6.15214333333333	2.23849271869909	0.0298625184840281
SHISA7	0.582265999999995	-7.51147798039216	-2.2315544214238	0.0303495146368933
PCDHGC5	2.40198887619048	-0.597320805490196	-2.22606523938901	0.0307397705403839
CCDC68	2.88214080952381	-5.79136095686274	-2.20642318560242	0.0321728723380545
DNAH3	2.48085465238095	-0.906028298627451	-2.1982194943161	0.0327886978756714
FBXL18	0.746602904761906	2.45204925882353	-2.17932665036584	0.0342466636417699
TBC1D24	1.62955319047619	-7.01780021568627	-2.17523108111583	0.0345701553483264
CUX1	-0.681920857142856	7.3054127254902	2.17413832754144	0.0346569210453849
PPP1R3G	2.97895279523809	-5.1438603754902	-2.17295983791421	0.0347507092166357
SLFN11	1.99967952380952	-6.3150101372549	-2.11750516849243	0.0394242718371958
VPS39	0.855037523809525	1.81069985843137	-2.08517756552321	0.042395465590575
GMIP	0.877222761904765	6.31889021568627	-2.08257945934556	0.0426425258822989
ASPN	2.27762197142857	-1.10270242745098	-2.07033802782059	0.0438235611253872
MICAL1	0.795716857142859	3.6340412745098	-2.06172942395182	0.0446710748804875
SERPINF1	2.16139193285714	-0.950386373333333	-2.05717135632479	0.04512556258512
GNAT2	0.935820238095239	2.78454896078431	-2.05546144094652	0.0452970935379682
SNORD12	2.28986163333333	0.705100815294118	-2.02657565026019	0.0482816012608008
GATA6	3.48712843619048	-3.05216464980392	-2.02538656170388	0.048408028485934
FAM161A	1.37299332857143	1.86771818235294	-2.02450452955492	0.0485019937785104
DNAJC5B	0.806404285714288	6.312404	-2.01740652970114	0.0492639305242764
LSP1	1.10240671428572	7.68939315686274	-2.01490475209864	0.0495349426565316
TATDN1	2.47664	-5.6498347254902	-2.01190514385706	0.0498615832322419
MYB	2.78527285714286	-4.61187301176471	-2.01158140655849	0.0498969475384654
MBNL3	-0.924132714285713	4.48566094117647	2.00758508195361	0.0503352862788873
ABHD10	1.20782119942937	0.329132059054351	-1.99824102703222	0.0513732014012247
CENPK	1.15488080952381	3.18751176470588	-1.9920627974468	0.0520695676559008
NLRP12	3.30820664285714	-4.98256840333333	-1.98776576125053	0.0525586871995718
ITGAE	1.7591169047619	3.12314696666667	-1.96895711780116	0.0547465086444886
ASIP	2.52283266666667	-3.94660354901961	-1.96439222176004	0.0552891624180886
NDUFA11	-0.504475952380949	6.39079756862745	1.96196025845708	0.0555801463040975
SNORD67	1.69618931428571	-0.574772652941177	-1.95532169446347	0.0563811567684367
COMT	1.39997149714286	-0.086773812745098	-1.94908267846935	0.0571429724970343
CCL4	6.3912009047619	-3.12499450784314	-1.94578319935477	0.0575494139737774
PNKP	0.798779952380955	6.63262447058823	-1.94131800740562	0.0581033977109766
LGALS3	2.57563166666667	2.64493063882353	-1.93983702219465	0.0582881458648816
TFAP4	1.41212966666666	-7.27896403921569	-1.93860889923509	0.0584417318104904
ZFYVE19	-0.54360314285714	6.91100305882353	1.93004177723826	0.0595227883636441
CLDN5	3.53390188095238	-3.50430078235294	-1.9248168325372	0.0601904721090551
IKZF1	1.00315315238095	2.38424927843137	-1.91855968667209	0.0609984760119965
AIM2	2.54302092987531	0.227875266124874	-1.91666830305774	0.0612445328302269
MYC	-4.44490836190476	-0.578580616392157	1.91652918493167	0.0612626646277849
ARSA	1.38373271285714	2.06484303352941	-1.88930962888049	0.0648995952578085
KCNK6	1.4440197022381	1.22010953452941	-1.88695505556488	0.0652226638442765
IFIT1B	2.39760276190476	2.5352683227451	-1.87188963411637	0.0673223130438775
CCDC25	-0.882924509523809	3.58101674313725	1.87080611972375	0.0674755083670218
CXXC5	3.24884052380952	-4.54387540588235	-1.86545130603214	0.0682369623448
RASIP1	1.64707428571429	5.1879902745098	-1.86184590494162	0.0687537446525694
SLC16A9	1.85395996666667	-1.89968168235294	-1.86032484429038	0.0689727596613481
TCP11L2	0.624475333333329	-7.49198094117647	-1.85837886666794	0.0692538194817404
LILRB2	2.50363971428572	6.12314425490196	-1.85624763418661	0.0695627484310429
OXCT2	2.54549814285714	-3.47270370568627	-1.85532332497092	0.0696970923910725
SBDSP1	-0.645027238095237	3.71906850980392	1.84880844806758	0.070650243426792
ERN1	1.22395757142857	4.38348925490196	-1.84367232185449	0.0714094303322197
SIGLEC8	2.45327028666667	0.409864673137255	-1.8129127122043	0.0761017682874327
HMGN5	-1.86759893333333	2.82143034313725	1.81096579189037	0.0764073046301606
RPL7A	-0.563593714285711	8.62846405882353	1.80437511784127	0.0774492678673165
GSN	1.41475942857143	8.23300552941176	-1.80358732472686	0.07757461048711
UFM1	-0.482900333333331	6.57576837254902	1.80163683785308	0.077885678162759
XPOT	0.664679285714289	7.74812696078431	-1.79530408380054	0.0789028697565389
CECR2	3.02599997714286	-3.08957589823529	-1.79257915011651	0.0793439769470732
STARD7	0.933438047619048	1.34505023333333	-1.78937693481996	0.0798649870568276
ZNF704	0.736359476190478	5.90295045098039	-1.78404174984244	0.0807394060301229
CSF3R	1.5382920952381	6.77135619607843	-1.77003109921285	0.0830739491993532
ARGFXP2	-0.795346307150158	3.26058535931939	1.76632471364645	0.0837008824616969
ISG20L2	1.41733195238095	4.27038450980392	-1.76441750013614	0.0840250234378522
